SampleDate,Site,Zone,SamplingPoint,VegetationOpen,FloatingChamberDepth,DissolvedCH4,pH,Conductivity,TDS,HP_WaterTemp,Pressure,DO,HOBO_DailyAirTemp,HOBO_DailyBotWaterTemp,HOBO_DailySurfWaterTemp,HOBO_DailySedTemp,HOBO_3DayAirTemp,HOBO_3DayBotWaterTemp,HOBO_3DaySurfWaterTemp,HOBO_3DaySedTemp,HOBO_7DayAirTemp,HOBO_7DayBotWaterTemp,HOBO_7DaySurfWaterTemp,HOBO_7DaySedTemp
2025-07-28,2CO,2,C,Open,NA,676,7.61,884,442,21.17,94.58,121.6,20.81375,19.68169444,20.13366667,18.86595833,19.939125,19.57313889,19.81783333,18.88830556,19.78617857,20.02895635,20.12629365,19.41141071
2025-07-28,2CV,2,C,Vegetated,NA,777,7.56,886,443,21.54,94.58,118.4,20.81375,19.68169444,20.02219444,18.22225,19.939125,19.57313889,19.87448148,18.36941667,19.78617857,20.02895635,20.20769048,19.02253968
2025-08-02,1AO,1,A,Open,69,510,8,879,449,21.28,94.2,110.3,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,1AV,1,A,Vegetated,56,567,7.62,873,436,21.16,94.2,108.4,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-02,1BO,1,B,Open,91,472,7.81,879,440,21.04,94.16,109.4,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,1BV,1,B,Vegetated,77,547,7.75,878,439,21.03,94.19,107.8,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-02,1CO,1,C,Open,58,446,7.75,879,439,20.74,94.08,110.8,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,1CV,1,C,Vegetated,72,419,7.82,876,438,20.74,94.07,108.5,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-02,2AO,2,A,Open,66,818,7.7,879,439,22.52,94.15,120.5,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,2AV,2,A,Vegetated,43,923,7.66,872,436,22.61,94.18,111.2,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-02,2BO,2,B,Open,64,738,7.66,879,439,22.31,94.55,118.4,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,2BV,2,B,Vegetated,37,739,7.6,869,434,22.66,94.57,106.7,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-02,2CO,2,C,Open,68,773,7.59,882,441,22.02,94.1,115.2,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,2CV,2,C,Vegetated,47,1040,7.63,885,442,22.19,94.09,108.2,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-02,3AO,3,A,Open,82,597,7.69,875,438,22.19,94.12,121.7,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,3AV,3,A,Vegetated,69,527,7.35,853,426,22.19,94.11,118.4,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-02,3BO,3,B,Open,82,759,7.46,879,439,22.32,94.13,108.7,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,3BV,3,B,Vegetated,77,1070,7.47,852,441,22.4,94.09,107.3,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-02,3CO,3,C,Open,84,890,7.34,877,439,22.36,94.19,119.1,22.87279167,21.74519444,22.04336111,20.6355,22.72286111,21.79212963,22.17425926,20.63176389,21.80727976,20.85692857,21.24927778,19.8816131
2025-08-02,3CV,3,C,Vegetated,46,875,7.43,886,443,23.1,94.2,98.8,22.87279167,21.74519444,21.92575,20.31413889,22.72286111,21.79212963,22.08488889,20.45721296,21.80727976,20.85692857,21.19525397,19.56047222
2025-08-09,2AO,2,A,Open,NA,409,8.43,888,444,17.87,93.12,105.3,17.964375,18.27516667,18.29630556,17.989875,19.22645833,19.16065741,19.36793519,18.58568056,19.28951786,19.45378175,19.73683333,18.90631548
2025-08-09,2AV,2,A,Vegetated,NA,341,8.46,881,440,17.84,93.1,103.4,17.964375,18.27516667,18.30686111,17.72019444,19.22645833,19.16065741,19.31346296,18.43196296,19.28951786,19.45378175,19.60850794,18.54160317
2025-08-09,2BO,2,B,Open,NA,437,8.21,889,444,17.72,93.04,100.5,17.964375,18.27516667,18.29630556,17.989875,19.22645833,19.16065741,19.36793519,18.58568056,19.28951786,19.45378175,19.73683333,18.90631548
2025-08-09,2BV,2,B,Vegetated,NA,382,8.49,888,444,17.59,93.05,98,17.964375,18.27516667,18.30686111,17.72019444,19.22645833,19.16065741,19.31346296,18.43196296,19.28951786,19.45378175,19.60850794,18.54160317
2025-08-09,2CO,2,C,Open,NA,470,8.39,890,445,17.62,92.98,102.6,17.964375,18.27516667,18.29630556,17.989875,19.22645833,19.16065741,19.36793519,18.58568056,19.28951786,19.45378175,19.73683333,18.90631548
2025-08-09,2CV,2,C,Vegetated,NA,473,8.36,891,446,17.83,92.97,101,17.964375,18.27516667,18.30686111,17.72019444,19.22645833,19.16065741,19.31346296,18.43196296,19.28951786,19.45378175,19.60850794,18.54160317
2025-08-10,1AO,1,A,Open,NA,215,8.45,886,443,17.6,93.49,101.3,17.1575,17.80483333,17.87352778,17.49816667,17.81747222,18.45225,18.51881481,18.12188889,18.62875595,18.89729762,19.15999206,18.43380357
2025-08-10,1AV,1,A,Vegetated,NA,291,8.44,887,443,17.61,93.46,101.1,17.1575,17.80483333,17.88669444,17.22588889,17.81747222,18.45225,18.50180556,17.93069444,18.62875595,18.89729762,19.03994841,18.03990079
2025-08-10,1BO,1,B,Open,NA,239,8.45,887,443,17.44,93.4,100.4,17.1575,17.80483333,17.87352778,17.49816667,17.81747222,18.45225,18.51881481,18.12188889,18.62875595,18.89729762,19.15999206,18.43380357
2025-08-10,1BV,1,B,Vegetated,NA,374,8.46,886,443,17.63,93.39,98.7,17.1575,17.80483333,17.88669444,17.22588889,17.81747222,18.45225,18.50180556,17.93069444,18.62875595,18.89729762,19.03994841,18.03990079
2025-08-10,1CO,1,C,Open,NA,242,8.44,887,444,17.33,93.26,99.7,17.1575,17.80483333,17.87352778,17.49816667,17.81747222,18.45225,18.51881481,18.12188889,18.62875595,18.89729762,19.15999206,18.43380357
2025-08-10,1CV,1,C,Vegetated,NA,294,8.45,886,443,17.31,93.26,95.4,17.1575,17.80483333,17.88669444,17.22588889,17.81747222,18.45225,18.50180556,17.93069444,18.62875595,18.89729762,19.03994841,18.03990079
2025-08-10,3AO,3,A,Open,NA,294,8.42,889,445,17.39,93.19,98.3,17.1575,17.80483333,17.87352778,17.49816667,17.81747222,18.45225,18.51881481,18.12188889,18.62875595,18.89729762,19.15999206,18.43380357
2025-08-10,3AV,3,A,Vegetated,NA,413,8.41,888,444,17.34,93.22,97.5,17.1575,17.80483333,17.88669444,17.22588889,17.81747222,18.45225,18.50180556,17.93069444,18.62875595,18.89729762,19.03994841,18.03990079
2025-08-10,3BO,3,B,Open,NA,247,8.42,887,444,17.35,93.2,98.5,17.1575,17.80483333,17.87352778,17.49816667,17.81747222,18.45225,18.51881481,18.12188889,18.62875595,18.89729762,19.15999206,18.43380357
2025-08-10,3BV,3,B,Vegetated,NA,377,8.44,887,444,17.36,93.15,94.5,17.1575,17.80483333,17.88669444,17.22588889,17.81747222,18.45225,18.50180556,17.93069444,18.62875595,18.89729762,19.03994841,18.03990079
2025-08-10,3CO,3,C,Open,NA,247,8.44,889,444,17.38,93.03,100.6,17.1575,17.80483333,17.87352778,17.49816667,17.81747222,18.45225,18.51881481,18.12188889,18.62875595,18.89729762,19.15999206,18.43380357
2025-08-10,3CV,3,C,Vegetated,NA,311,8.44,887,443,17.36,93.03,92.5,17.1575,17.80483333,17.88669444,17.22588889,17.81747222,18.45225,18.50180556,17.93069444,18.62875595,18.89729762,19.03994841,18.03990079
2025-08-13,1AO,1,A,Open,86,304,8.48,882,441,17.35,93.9,109.7,16.88941667,17.26027778,17.53536111,16.77229167,16.65454167,17.337,17.45942593,16.98790278,17.82864286,18.18540079,18.33651587,17.74555952
2025-08-13,1AV,1,A,Vegetated,57,433,8.48,879,440,17.47,93.9,110.3,16.88941667,17.26027778,17.42877778,16.35541667,16.65454167,17.337,17.34636111,16.68542593,17.82864286,18.18540079,18.26659524,17.51115079
2025-08-13,1BO,1,B,Open,88,338,8.47,882,441,17.33,93.82,111.5,16.88941667,17.26027778,17.53536111,16.77229167,16.65454167,17.337,17.45942593,16.98790278,17.82864286,18.18540079,18.33651587,17.74555952
2025-08-13,1BV,1,B,Vegetated,79,462,8.47,881,440,17.51,93.85,112.3,16.88941667,17.26027778,17.42877778,16.35541667,16.65454167,17.337,17.34636111,16.68542593,17.82864286,18.18540079,18.26659524,17.51115079
2025-08-13,1CO,1,C,Open,77,298,8.47,881,441,17.33,93.77,110.9,16.88941667,17.26027778,17.53536111,16.77229167,16.65454167,17.337,17.45942593,16.98790278,17.82864286,18.18540079,18.33651587,17.74555952
2025-08-13,1CV,1,C,Vegetated,56,439,8.47,881,440,17.55,93.78,110.3,16.88941667,17.26027778,17.42877778,16.35541667,16.65454167,17.337,17.34636111,16.68542593,17.82864286,18.18540079,18.26659524,17.51115079
2025-08-13,3AO,3,A,Open,95,337,8.45,875,437,17.33,93.9,105.6,16.88941667,17.26027778,17.53536111,16.77229167,16.65454167,17.337,17.45942593,16.98790278,17.82864286,18.18540079,18.33651587,17.74555952
2025-08-13,3AV,3,A,Vegetated,56,424,8.45,888,444,17.88,93.92,104.2,16.88941667,17.26027778,17.42877778,16.35541667,16.65454167,17.337,17.34636111,16.68542593,17.82864286,18.18540079,18.26659524,17.51115079
2025-08-13,3BO,3,B,Open,81,327,8.46,886,443,17.41,93.99,104.8,16.88941667,17.26027778,17.53536111,16.77229167,16.65454167,17.337,17.45942593,16.98790278,17.82864286,18.18540079,18.33651587,17.74555952
2025-08-13,3BV,3,B,Vegetated,74,610,8.42,883,441,17.37,93.97,106.3,16.88941667,17.26027778,17.42877778,16.35541667,16.65454167,17.337,17.34636111,16.68542593,17.82864286,18.18540079,18.26659524,17.51115079
2025-08-13,3CO,3,C,Open,89,NA,8.44,889,445,17.75,93.95,102.8,16.88941667,17.26027778,17.53536111,16.77229167,16.65454167,17.337,17.45942593,16.98790278,17.82864286,18.18540079,18.33651587,17.74555952
2025-08-13,3CV,3,C,Vegetated,58,424,8.44,891,446,17.69,93.95,102.4,16.88941667,17.26027778,17.42877778,16.35541667,16.65454167,17.337,17.34636111,16.68542593,17.82864286,18.18540079,18.26659524,17.51115079
2025-08-14,2AO,2,A,Open,75,346,8.47,882,441,17.52,93.26,103.8,17.43283333,17.53766667,17.352,17.23616667,16.82354167,17.32722222,17.37811111,16.96531944,17.264125,17.84363095,17.89810317,17.5093631
2025-08-14,2AV,2,A,Vegetated,58,596,8.47,889,445,17.15,93.25,104.8,17.43283333,17.53766667,17.7835,16.24102778,16.82354167,17.32722222,17.41771296,16.39587963,17.264125,17.84363095,17.904,17.15562698
2025-08-14,2BO,2,B,Open,75,597,8.39,896,448,17.49,93.23,107.8,17.43283333,17.53766667,17.352,17.23616667,16.82354167,17.32722222,17.37811111,16.96531944,17.264125,17.84363095,17.89810317,17.5093631
2025-08-14,2BV,2,B,Vegetated,46,464,8.47,884,442,17.6,93.24,109.9,17.43283333,17.53766667,17.7835,16.24102778,16.82354167,17.32722222,17.41771296,16.39587963,17.264125,17.84363095,17.904,17.15562698
2025-08-14,2CO,2,C,Open,76,493,8.47,886,443,17.78,93.47,99.3,17.43283333,17.53766667,17.352,17.23616667,16.82354167,17.32722222,17.37811111,16.96531944,17.264125,17.84363095,17.89810317,17.5093631
2025-08-14,2CV,2,C,Vegetated,54,499,8.45,891,445,17.67,93.5,104.4,17.43283333,17.53766667,17.7835,16.24102778,16.82354167,17.32722222,17.41771296,16.39587963,17.264125,17.84363095,17.904,17.15562698
2025-08-17,1AO,1,A,Open,79,493,8.46,888,444,16.06,92.67,101.1,15.02720833,16.40336111,16.26297222,16.37166667,16.07259722,16.96577778,16.85623148,16.84105556,16.51632143,17.20657143,17.18556746,16.96043452
2025-08-17,1AV,1,A,Vegetated,55,468,8.45,887,443,16.04,92.89,101.9,15.02720833,16.40336111,16.22863889,15.93180556,16.07259722,16.96577778,16.97173148,16.29352778,16.51632143,17.20657143,17.24825397,16.45398413
2025-08-17,1BO,1,B,Open,74,93.8,8.32,890,445,15.97,92.63,98.3,15.02720833,16.40336111,16.26297222,16.37166667,16.07259722,16.96577778,16.85623148,16.84105556,16.51632143,17.20657143,17.18556746,16.96043452
2025-08-17,1BV,1,B,Vegetated,41,821,8.43,886,443,16.08,92.61,101.1,15.02720833,16.40336111,16.22863889,15.93180556,16.07259722,16.96577778,16.97173148,16.29352778,16.51632143,17.20657143,17.24825397,16.45398413
2025-08-17,1CO,1,C,Open,81,517,8.43,886,443,16.1,92.58,99,15.02720833,16.40336111,16.26297222,16.37166667,16.07259722,16.96577778,16.85623148,16.84105556,16.51632143,17.20657143,17.18556746,16.96043452
2025-08-17,1CV,1,C,Vegetated,74,714,8.42,887,443,16.09,92.57,98.5,15.02720833,16.40336111,16.22863889,15.93180556,16.07259722,16.96577778,16.97173148,16.29352778,16.51632143,17.20657143,17.24825397,16.45398413
2025-08-17,2AO,2,A,Open,64,391,8.45,885,442,16.15,92.72,102.2,15.02720833,16.40336111,16.26297222,16.37166667,16.07259722,16.96577778,16.85623148,16.84105556,16.51632143,17.20657143,17.18556746,16.96043452
2025-08-17,2AV,2,A,Vegetated,45,594,8.57,869,434,16.08,92.72,124.2,15.02720833,16.40336111,16.22863889,15.93180556,16.07259722,16.96577778,16.97173148,16.29352778,16.51632143,17.20657143,17.24825397,16.45398413
2025-08-17,2BO,2,B,Open,74,386,8.32,885,442,16.1,92.74,101.4,15.02720833,16.40336111,16.26297222,16.37166667,16.07259722,16.96577778,16.85623148,16.84105556,16.51632143,17.20657143,17.18556746,16.96043452
