SampleDate,Site,Zone,SamplingPoint,VegetatedOpen,DaysDeployed,ConcentrationSample,TotalVolume,BubbleTrapDepth,PercentCH4,BubbleFlux,Ebull_CH4Flux
2025-07-27,3AV,3,A,Vegetated,8.929861111,N,91,NA,2.398162041,0.171570027,2.94629541
2025-07-27,3BO,3,B,Open,8.928472222,N,159,NA,1.961390576,0.299822833,4.210998952
2025-07-27,3BV,3,B,Vegetated,8.928472222,N,91,NA,2.398162041,0.171596716,2.946753728
2025-07-27,3CO,3,C,Open,8.932638889,N,210,NA,1.961390576,0.395807709,5.559102454
2025-07-27,3CV,3,C,Vegetated,8.931944444,N,100,NA,2.398162041,0.188494515,3.236932089
2025-07-28,2AO,2,A,Open,1.120138889,Y,9.5,NA,1.694063814,0.142789562,1.732138331
2025-07-28,2BV,2,B,Vegetated,1.11875,Y,17,NA,4.336599911,0.25583538,7.944495186
2025-07-28,2CO,2,C,Open,1.113888889,Y,9,NA,3.100225106,0.136033342,3.019916556
2025-07-28,2CV,2,C,Vegetated,1.111111111,Y,18,NA,14.18369353,0.272746851,27.70163675
2025-08-02,1AO,1,A,Open,1.910416667,Y,9.6,NA,7.56112023,0.08460341,4.580684235
2025-08-02,1BO,1,B,Open,1.915277778,Y,30,NA,13.8290807,0.263714625,26.11462973
2025-08-02,1BV,1,B,Vegetated,1.921527778,Y,2.6,NA,4.811807403,0.022780928,0.784939155
2025-08-02,1CO,1,C,Open,1.921527778,Y,10,NA,4.03836618,0.087618954,2.53372867
2025-08-02,1CV,1,C,Vegetated,1.927083333,Y,3.7,NA,3.48743175,0.032325553,0.807249942
2025-08-02,2AO,2,A,Open,2.042361111,Y,48,NA,12.448197,0.395688507,35.27087504
2025-08-02,2AV,2,A,Vegetated,2.043055556,Y,4.5,NA,0.555312002,0.037083188,0.147458725
2025-08-02,2BO,2,B,Open,2.034027778,Y,20,NA,25.09022456,0.165545678,29.74258702
2025-08-02,2BV,2,B,Vegetated,2.039583333,Y,17,NA,4.249150337,0.140330541,4.269830552
2025-08-02,2CO,2,C,Open,2.048611111,Y,43,NA,27.809958,0.353389517,70.37369286
2025-08-02,2CV,2,C,Vegetated,2.052083333,Y,54,NA,14.9760399,0.443040571,47.51129103
2025-08-02,3AO,3,A,Open,2.138888889,Y,18,NA,9.725036684,0.141686676,9.866806369
2025-08-02,3AV,3,A,Vegetated,2.139583333,Y,15,NA,21.75780835,0.118033907,18.38985379
2025-08-02,3BO,3,B,Open,2.147916667,Y,43,NA,45.5945508,0.337051108,110.0436649
2025-08-02,3BV,3,B,Vegetated,2.144444444,Y,27,NA,18.78376409,0.211979418,28.5123272
2025-08-02,3CV,3,C,Vegetated,2.154166667,Y,27,NA,25.8088413,0.211022709,38.99905167
2025-08-09,2AO,2,A,Open,6.920833333,N,188,NA,15.76021883,0.457345268,51.61343678
2025-08-09,2AV,2,A,Vegetated,6.919444444,N,90,NA,14.25378356,0.21898583,22.35128618
2025-08-09,2BO,2,B,Open,6.924305556,N,210,NA,15.76021883,0.51060822,57.62439655
2025-08-09,2BV,2,B,Vegetated,6.922916667,N,128,NA,14.25378356,0.311290306,31.77255221
2025-08-09,2CO,2,C,Open,6.917361111,N,93,NA,15.76021883,0.226353509,25.5449949
2025-08-09,2CV,2,C,Vegetated,6.919444444,N,218,NA,14.25378356,0.530432344,54.13978206
2025-08-14,2AO,2,A,Open,3.021527778,Y,13,57,8.385106059,0.072437173,4.349370433
2025-08-14,2AV,2,A,Vegetated,3.022222222,Y,12,40,4.47909744,0.066849718,2.14410692
2025-08-14,2BO,2,B,Open,3.022222222,Y,26,63,36.31606344,0.144841057,37.66576531
2025-08-14,2BV,2,B,Vegetated,3.023611111,Y,28,42,23.18715811,0.155911026,25.88693891
2025-08-14,2CO,2,C,Open,3.022916667,Y,43,78,1.44649365,0.239489795,2.480617988
2025-08-14,2CV,2,C,Vegetated,3.022222222,Y,46,47,11.82142835,0.256257254,21.69214346
2025-08-17,1AO,1,A,Open,2.991666667,N,0,NA,6.118010853,0,0
2025-08-17,1AV,1,A,Vegetated,2.990277778,N,0,NA,2.596100868,0,0
2025-08-17,1BO,1,B,Open,2.988888889,Y,10,NA,8.56809522,0.056329379,3.456014774
2025-08-17,1CO,1,C,Open,2.990277778,Y,4.8,NA,3.667926486,0.027025543,0.709825184
2025-08-17,2AO,2,A,Open,2.986111111,Y,34,NA,27.44738625,0.191698045,37.67688799
2025-08-17,2AV,2,A,Vegetated,2.986111111,Y,19,NA,8.052074472,0.107125378,6.176699839
2025-08-17,2BO,2,B,Open,2.984722222,Y,37,NA,37.790373,0.208709653,56.47809767
2025-08-17,2BV,2,B,Vegetated,2.985416667,Y,51,NA,24.0725945,0.287613955,49.57802246
2025-08-17,2CO,2,C,Open,2.986805556,Y,18,NA,20.68741466,0.101463604,15.03048003
2025-08-17,2CV,2,C,Vegetated,2.9875,Y,106,NA,30.5328022,0.597369001,130.6067709
2025-08-18,3AO,3,A,Open,1.10625,N,0,100,11.9221063,0,0
2025-08-18,3AV,3,A,Vegetated,1.106944444,N,0,48,11.68384354,0,0
2025-08-18,3BO,3,B,Open,1.108333333,N,0,88,11.9221063,0,0
2025-08-18,3BV,3,B,Vegetated,1.107638889,N,0,54,11.68384354,0,0
2025-08-18,3CO,3,C,Open,1.108333333,N,16,95,11.9221063,0.243049269,20.74930976
2025-08-18,3CV,3,C,Vegetated,1.109027778,N,0,63,11.68384354,0,0
2025-07-13,2CO,2,C,Open,1.042361111,N,130,NA,1.032166557,2.099761087,15.51943878
2025-07-13,2CV,2,C,Vegetated,1.045138889,N,1,NA,6.483669414,0.016109079,0.747907575
2025-07-13,2AO,2,A,Open,1.04375,N,3,NA,1.032166557,0.048391546,0.357664327
2025-07-13,2BO,2,B,Open,1.089583333,N,2,NA,1.032166557,0.03090397,0.228412782
2025-07-13,2AV,2,A,Vegetated,1.103472222,N,25,NA,6.483669414,0.381437454,17.70926527
2025-07-13,2BV,2,B,Vegetated,1.103472222,N,0.5,NA,6.483669414,0.007628749,0.354185305
2025-07-13,1AV,1,A,Vegetated,1.150694444,N,0.5,NA,6.78011515,0.00731568,0.355179699
2025-07-13,1BV,1,B,Vegetated,1.15,N,58,NA,6.78011515,0.849131367,41.22572477
2025-07-13,1AO,1,A,Open,1.136805556,N,75,NA,1.655118197,1.110758914,13.16452417
2025-07-13,1BO,1,B,Open,1.136805556,N,2,NA,1.655118197,0.029620238,0.351053978
2025-07-13,1CV,1,C,Vegetated,1.150694444,N,5,NA,6.78011515,0.073156803,3.551796986
2025-07-13,1CO,1,C,Open,1.015277778,N,9,NA,1.655118197,0.149245883,1.768836612
2025-07-16,2CV,2,C,Vegetated,1.980555556,N,60,46,14.25378356,0.510045538,52.05895639
2025-07-16,2CO,2,C,Open,1.979861111,N,54,52,15.76021883,0.459201994,51.82297662
2025-07-16,2BO,2,B,Open,1.978472222,N,90,44,15.76021883,0.765873924,86.43226064
2025-07-16,2BV,2,B,Vegetated,1.975694444,N,25,36,14.25378356,0.213041868,21.74460217
2025-07-16,2AV,2,A,Vegetated,1.979166667,N,15,33,14.25378356,0.127600866,13.02387225
2025-07-16,2AO,2,A,Open,1.978472222,N,110,44,15.76021883,0.93606813,105.6394297
2025-07-16,1CO,1,C,Open,2.127083333,N,20,40,6.998787259,0.158303393,7.933582828
2025-07-16,1CV,1,C,Vegetated,2.127083333,N,60,32,2.596100868,0.474910177,8.828550077
2025-07-16,1BO,1,B,Open,2.133333333,N,55,70,6.998787259,0.434058936,21.75343475
2025-07-16,1AV,1,A,Vegetated,2.136111111,N,6,31,2.596100868,0.047290308,0.879123826
2025-07-16,1AO,1,A,Open,2.136805556,N,30,70,6.998787259,0.236374695,11.84622889
2025-07-27,1BV,1,B,Vegetated,8.804166667,N,48,NA,2.596100868,0.091790495,1.706379485
2025-07-27,1CV,1,C,Vegetated,8.805555556,N,34,NA,2.596100868,0.065008012,1.208494824
2025-07-27,1BO,1,B,Open,8.808333333,N,171,NA,6.998787259,0.326848955,16.38046546
2025-07-27,1AV,1,A,Vegetated,8.810416667,N,29,NA,2.596100868,0.055417417,1.030206271
2025-07-27,1AO,1,A,Open,8.8125,N,133,NA,6.998787259,0.254095657,12.73433821
2025-07-27,2AV,2,A,Vegetated,9.051388889,N,96,NA,9.260146721,0.17856681,11.84063389
2025-07-27,2AO,2,A,Open,9.054166667,N,245,NA,2.39714446,0.455577567,7.820110382
2025-07-27,2BV,2,B,Vegetated,8.975,N,111,NA,9.260146721,0.208225183,13.80725882
2025-07-27,2BO,2,B,Open,8.977083333,N,269,NA,2.39714446,0.504500678,8.659888627
2025-07-27,2CO,2,C,Open,9.050694444,N,194,NA,2.39714446,0.360881449,6.194626274
2025-07-27,2CV,2,C,Vegetated,9.05,N,166,NA,9.260146721,0.308819162,20.47757161
2025-07-28,3AO,3,A,Open,1.097916667,Y,5,NA,1.4473761,0.076673512,0.794663197
2025-07-28,3CO,3,C,Open,1.095138889,N,7,NA,0,0.107615188,0
2025-07-28,3BO,3,B,Open,1.036805556,Y,7,NA,4.436795628,0.113669894,3.611363674
2025-07-28,3BV,3,B,Vegetated,1.1,Y,3.5,NA,1.761212341,0.053569808,0.67559769
2025-07-28,3CV,3,C,Vegetated,1.098611111,Y,3,NA,3.03511174,0.045975028,0.999201388
2025-07-31,3CV,3,C,Vegetated,2.90625,Y,23,41,25.45186757,0.133241526,24.28374128
2025-07-31,3CO,3,C,Open,2.9125,Y,55,85,11.8736812,0.317937303,27.03231355
2025-07-31,3BO,3,B,Open,2.9125,Y,57,65,21.4193656,0.32949866,50.53783137
2025-07-31,3BV,3,B,Vegetated,2.9125,Y,50,63,34.5019567,0.289033912,71.40832937
2025-07-31,3AV,3,A,Vegetated,4.017361111,Y,28,46,0.557806272,0.117344271,0.468707205
2025-07-31,3AO,3,A,Open,2.922222222,Y,25,84,18.0403898,0.144036149,18.60688885
2025-07-31,2CV,2,C,Vegetated,2.914583333,Y,120,40,17.9409542,0.693185548,89.05358001
2025-07-31,2CO,2,C,Open,2.914583333,Y,105,59,15.07347025,0.606537355,65.4677095
2025-07-31,2AO,2,A,Open,2.914583333,Y,78,51,19.65084565,0.450570606,63.40163339
2025-07-31,2AV,2,A,Vegetated,4.0375,Y,56,39,15.95834445,0.233517925,26.6848277
2025-07-31,2BV,2,B,Vegetated,2.91875,Y,127,61,20.65711595,0.73257409,108.3621434
2025-07-31,2BO,2,B,Open,4.038888889,Y,85,42,24.33458511,0.354324963,61.74219183
2025-07-31,1CV,1,C,Vegetated,4.055555556,Y,10,45,2.00821356,0.04151398,0.596981148
2025-07-31,1CO,1,C,Open,4.056944444,Y,22,68,4.689845874,0.09129949,3.066078482
2025-07-31,1BV,1,B,Vegetated,4.060416667,Y,3,44,0.372505309,0.012439284,0.033180597
2025-07-31,1BO,1,B,Open,4.060416667,Y,47,71,13.37512595,0.194882116,18.66492345
2025-07-31,1AO,1,A,Open,4.060416667,Y,3.1,48,16.06911713,0.012853927,1.479054527
2025-07-31,1AV,1,A,Vegetated,4.063194444,Y,101,61,0.1543281,0.418502926,0.462487345
2025-08-09,1AO,1,A,Open,7.023611111,N,160,NA,6.998787259,0.383534341,19.22132822
2025-08-09,1AV,1,A,Vegetated,8.934027778,N,7,NA,2.596100868,0.013191539,0.245229877
2025-08-09,1BO,1,B,Open,7.023611111,N,157,NA,6.998787259,0.376343073,18.86092831
2025-08-09,1BV,1,B,Vegetated,7.020138889,N,2,NA,2.596100868,0.004796551,0.08916757
2025-08-09,1CO,1,C,Open,7.024305556,N,234,NA,6.998787259,0.56086352,28.10841336
2025-08-09,1CV,1,C,Vegetated,7.021527778,N,9,NA,2.596100868,0.021580208,0.401174694
2025-08-09,3CV,3,C,Vegetated,6.915972222,N,30,NA,12.55459587,0.073031925,6.565560815
2025-08-09,3CO,3,C,Open,6.918055556,N,50,NA,11.67522331,0.121683219,10.17307465
2025-08-09,3BO,3,B,Open,6.920138889,N,71,NA,11.67522331,0.172738152,14.44141706
2025-08-09,3BV,3,B,Vegetated,6.922222222,N,74,NA,12.55459587,0.179982763,16.18042767
2025-08-09,3AO,3,A,Open,6.924305556,N,54,NA,11.67522331,0.131299256,10.97700363
2025-08-09,3AV,3,A,Vegetated,6.926388889,N,25,NA,12.55459587,0.060768409,5.463072335
2025-08-11,3AO,3,A,Open,1.908333333,Y,12,82,4.297935424,0.105869714,3.258276772
2025-08-11,3AV,3,A,Vegetated,1.911111111,N,0,46,3.220467432,0,0
2025-08-11,3CO,3,C,Open,1.914583333,Y,5.8,87,2.888055715,0.05100332,1.054776301
2025-08-11,3CV,3,C,Vegetated,1.915972222,Y,3,77,1.089017064,0.026361904,0.205573821
2025-08-11,3BO,3,B,Open,1.916666667,Y,5.4,79,3.363560583,0.047434235,1.142477092
2025-08-11,3BV,3,B,Vegetated,1.917361111,Y,9.1,66,5.351917799,0.079906518,3.062301794
2025-08-11,2CV,2,C,Vegetated,2.011111111,Y,39,39,34.64045805,0.326492548,80.98661446
2025-08-11,2CO,2,C,Open,2.013194444,Y,11,71,3.427602885,0.091992346,2.257867946
2025-08-11,2BV,2,B,Vegetated,2.014583333,Y,2.4,42,4.695377609,0.02005722,0.674369013
2025-08-11,2BO,2,B,Open,2.018055556,Y,12.6,59,1.210431773,0.105119227,0.911126795
2025-08-11,2AO,2,A,Open,2.022222222,Y,20,72,16.81062936,0.166512119,20.04408181
2025-08-11,2AV,2,A,Vegetated,2.022222222,Y,9.6,45,4.435350166,0.079925817,2.538465958
2025-08-11,1CV,1,C,Vegetated,2.029166667,N,0,36,2.596100868,0,0
2025-08-11,1CO,1,C,Open,2.03125,Y,3.4,75,1.976191472,0.028181251,0.398791264
2025-08-11,1BO,1,B,Open,2.036805556,Y,3,63,1.196588179,0.024797986,0.212479712
2025-08-11,1AV,1,A,Vegetated,2.042361111,N,0,46,2.596100868,0,0
2025-08-11,1AO,1,A,Open,2.045138889,Y,20,72,26.10434528,0.164646279,30.7766305
2025-08-14,1AO,1,A,Open,2.981944444,Y,36,81,2.44706275,0.203258017,3.561632745
2025-08-14,1AV,1,A,Vegetated,2.984027778,Y,1.6,37,1.363487969,0.009027383,0.088139282
2025-08-14,1CO,1,C,Open,2.994444444,Y,5,72,0.732643225,0.028112436,0.147484832
2025-08-14,3AO,3,A,Open,3.025,Y,1.8,103,2.165247417,0.01001825,0.155330139
2025-08-14,3AV,3,A,Vegetated,3.023611111,Y,9.2,44,7.620532838,0.051227909,2.795427996
2025-08-14,3BO,3,B,Open,3.021527778,Y,9.8,78,10.64384054,0.054606484,4.161969762
2025-08-14,3BV,3,B,Vegetated,3.020833333,Y,14,49,8.393557084,0.078027196,4.689736002
2025-08-14,3CV,3,C,Vegetated,3.026388889,Y,21,50,20.35201817,0.116825942,17.02562718
2025-08-14,3CO,3,C,Open,3.028472222,Y,14,71,6.262497774,0.077830384,3.490222406
2025-08-17,3CV,3,C,Vegetated,2.983333333,Y,26,NA,20.39888106,0.146729115,21.43280386
2025-08-17,3CO,3,C,Open,2.983333333,Y,20,NA,17.90818388,0.11286855,14.47374233
2025-08-17,3BO,3,B,Open,2.988194444,Y,16,NA,10.10053001,0.090147951,6.520131706
2025-08-17,3BV,3,B,Vegetated,2.988888889,N,15,NA,11.68384354,0.084494068,7.069167919
2025-08-17,3AV,3,A,Vegetated,2.992361111,Y,13,NA,2.968806027,0.073143221,1.554935038
2025-08-17,3AO,3,A,Open,2.995138889,Y,12,NA,7.757605024,0.067454202,3.747080475
2025-08-18,2CV,2,C,Vegetated,1.108333333,N,7,43,20.88582372,0.106334055,15.90304655
2025-08-18,2BV,2,B,Vegetated,4.09375,N,17,47,20.88582372,0.069915318,10.45635427
2025-08-18,2CO,2,C,Open,1.108333333,N,9,71,28.64172464,0.136715214,28.03963502
2025-08-18,2BO,2,B,Open,1.108333333,N,27,76,28.64172464,0.410145641,84.11890505
2025-08-18,2AV,2,A,Vegetated,1.104861111,N,2,54,20.88582372,0.030476637,4.558007053
2025-08-18,2AO,2,A,Open,1.107638889,N,3,65,28.64172464,0.04560031,9.352404908
2025-08-18,1AO,1,A,Open,1.136805556,N,127,76,6.118010853,1.880885094,82.40031148
2025-08-18,1AV,1,A,Vegetated,1.1375,N,2,44,2.596100868,0.029602155,0.550302175
2025-08-18,1BO,1,B,Open,1.1375,N,14,79,6.118010853,0.207215082,9.077953422
2025-08-18,1BV,1,B,Vegetated,9.154166667,N,0,51,2.596100868,0,0
2025-08-18,1CO,1,C,Open,1.1375,N,111,77,6.118010853,1.642919576,71.97520211
2025-08-18,1CV,1,C,Vegetated,7.124305556,N,61,63,2.596100868,0.144155769,2.67984661
